group_number,review,service,service_sentiment,activities,activities_sentiment,cost,cost_sentiment,family,family_sentiment,food,food_sentiment,infrastructure,infra_sentiment
groupe_4,"We went back for the second summer and booked some different activities.  Lodge was lovely and clean and well equipped.  We had a 3 bed media lodge (one up from the basic) for the 4 of us so kids got a room each.  No complaints about wifi when were in the lodge.  We also hired the bikes again, this is so much easier than trying to take bikes.Swimming pool was fantastic as usual, changing rooms were mayhem at times but didn't bother us.  Changing room area does have a bit of a wiffy smell at times but I'm not sure they could do anything about this.  And why do people have to wash and condition their hair after swimming and take up all the showers for so long? Activities were great fun, we did field archery, laser target shooting and laser tag.  Emma as field archery was brilliant fun and took a shine to our son 'Skippy', and Dave/Seb was very helpful with laser target shooting with my pitiful attempts.  Laser tag in sweltering heat was hard work and I would recommend they have more water nearby.  Didn't do as many activities in the sports plaza this time as it was just too hot.  We also did the 9 hole golf and adeventure golf which were fun.No one said they were bored and despite the heat we all slept really well.  We will be returning to centreparcs next year just maybe will try another one to see what it's like.",1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0
groupe_4,"First off, we had a great holiday at Elveden. Good facilities, friendly staff and lots to do. We enjoyed a range of activities and the pool &amp; water slides were fabulous.The negatives were around the accommodation, which was one of the 2-bedroom lodges in the Maple area. It felt much smaller than other Center Parcs lodges we've stayed in, and the layout was poor. The kitchen was also a corridor to the kids' bedroom (who thought this was a good idea?!), which is inconvenient, annoying and more than a little dangerous.I also felt the lodge was a bit scrappy and in need of redecoration and a bit of TLC. Things like thin curtains which don't keep the light out, torn wallpaper and wobbly power sockets are not the end of the world, but they certainly grate when you're having your pants pulled down over the amount you pay to go to Center Parcs in the school holidays",1.0,1.0,1.0,1.0,1.0,-1.0,0.0,,0.0,,1.0,-1.0
groupe_4,"We stayed at 88 ash which was an executive lodge (two families of 4). Despite the eye watering price, we all enjoyed our stay. The house was well equipped with a pool table, hot tub etc. Yes, it probably needed a bit of a refresh but nothing was too grubby and we were comfortable and happy there during our stay. Shame the bbq ban due to hot weather but fair enough - we don't want it all to burn down now so we. We spent most of our days in the aqua park which was great. The kids loved it and I also clocked up a number of slide visits! The only criticism is the food within the park. Restaurants need to be better for the price they are charging - reminds me of being forced to eat at service station restaurants with the inevitable disappointment of the quality of the food. Best to bring your food with you and cook at your lodge. All in all the families really enjoyed the holiday and have some fantastic memories , so I guess it's only money after all!!!! ",0.0,,0.0,,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0
groupe_4,"This was our first visit as a bit of a last minute booking. We didnt have the kids with us so we didnt know how much we would be able to enjoy the resort, however we could not have wished for a better week. The resort is amazing and the staff are fantastic. We had such a great time we are planning on taking the kids next summer because they will love it.",1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,1.0
groupe_4,"Family gathering of parents plus three adult children and partners. We thoroughy enjoyed our Friday to Monday staycation. Having pre-booked a daily event we arrived early and the ladies enjoyed a relaxing few hours within the Spa whilst the boys played 9 holes of golf. We checked in to our exectutive lodge which was perfect for us - very clean, spacious and well equipped, even with a double fridge for the bbq food we had brought with us (only to be told there could be no bbq's due to the dry weather - no problem we just cooked indoors using the oven). We played badminton, squash, enjoyed forest walks, hired kayaks and Katakanu boats and visited the pool daily. We ate out at Bella Italia and Hucks - great meals and service at both. It was an extremely enjoyable few days break. All left feeling we wanted to stay longer and missed morning coffee sitting watching the monkjack deer that was a daliy visitor very close to the patio. Would definitely recommend a stay.",1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
groupe_4,"A great place to go for tranquility. Absolutely amazing break with family, away from the hustle and bustle of everyday life.  Will definitely come back in a couple of years.   Definitely worth booking this.",0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,
groupe_4,"Regular visitor or Woburn so it was a shock to visit Sherwood although spa is amazing and superior to Woburn and the outdoor activities seem to be on a grander scale the swimming is old and smelly, it wasn't a pleasant experience to walk through. No lazy river. And nearly drowned on the rapid.  Our room smelt of damp and after complaining we were compensated Woburn to us is home we came here to visit Drayton manor and Alton towers we did meet some lovely staff though",1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,-1.0
groupe_4,"Was very impressed by CenterParcs.So much to do. Lovely location.Although some of the activities are pricey especially having a big family. For one activity it was £110 for 40 minutes.The super market in my opinion was over priced. But does have everything.Staff are so helpful and friendly. The swimming pool was easily the highlight of the holiday. It's warm comfortable and the kids loved the slides.And of course you don't pay extra for that.Accommodation was a three bed cabin. The location was beautiful near a lake.Swans, ducks and squirrels just outside the back door. But the accommodation was a little dirty. And dated. It had everything in the cabin apart from a washing machine. But the bathroom was really smelly. But overall I'd give Center Parcs 4/5",1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,,1.0,0.0
groupe_4,"Fantastic time had by all!   Kids lovedon't the subtropical swimming pools,  spent minimum of 4 hours a day in there. Some items in supermarkets can be a bit overpriced,  but in the main not too bad.  Beautiful setting and wonderfully cozy and comfortable lodges.   Would definitely go again.",0.0,,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,,1.0,1.0
groupe_4,Had a great time in a wonderful environment. Loads to do if a little expensive. Villas need updating and a lick of paint but didn't take anything away from a fantastic break. Would definitely go back. All Activity staff were amazing.,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,,0.0,,1.0,0.0
groupe_4,"We have been going to Center Parcs for a few years running, but usually to Woburn Forest. This is the first visit to Elveden Forest and we absolutely loved it, so will be going back. It's bigger than Woburn and has more activities available I think, our kids are young 17 months and 5 years old. We booked the Crazy Science and Off Road Explorers for the 5 year old and she really enjoyed herself! I did The Drop which was good fun! Would like to do the Tree Trekking &amp; zip wire over the lake next time! Swimming is great, good temperature &amp; a separate swim area for under 3s, outdoor play areas &amp; restaurants are good in general. I have only given a 4 star as we booked a refurbished lodge, even then it still felt a little unclean &amp; dated. Won't put us off going back, but another revamp would be fantastic!",1.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
