"Mainextract_Commentaire","Mainextract_Date"
"Cadre superbe .Cottage niché dans une clairière très agréable et tranquille ,calme garanti.Aménagement excellent...sauf lavabo plutôt exigu.Ballades en famille très sympa.Espace enfants et bowling beaucoup appréciés Avons pu profiter des restaurants où on est bien accueillis .Prix corrects.Le petit Carrefour dépanne très bien. Aqua Mundo...Plus","Date du séjour : novembre 2018"
"Fuite d'eau au niveau des pistes de bowling, porte des WC de la résidence coincée fermée , chaudière qui coupe l'eau chaude pendant la douche.Entretien plutôt déplorable.A besoin d'un bon coup de jeune et de matériel plus récent.Plus","Date du séjour : décembre 2018"
"Plus","Date du séjour : décembre 2018"
"Plus","Date du séjour : décembre 2018"
"Séjour week-end (vendredi à lundi), lieu très très vieillot, beaucoup de véhicule y circule et garé devant les cottages pourtant interdit dans le site, très peu de luminosité dans les chemins malgré les lampadaires, très peu de commodités sur place, on s'y perd très facilement...Plus","Date du séjour : décembre 2018"
"Plus","Date du séjour : décembre 2018"
"Plus","Date du séjour : novembre 2018"
"Beaucoup de point negatifs,en plus du prix élevé il faut tout payer sur place en plus:wifi ,nous avons loué des voiturettes électriques pour 3j un total de 328€ à se prix l habillage pluie était une optionPropreté à revoir, rivière sauvage très froidePlus","Date du séjour : novembre 2018"
"Center parc nous vend du rêve mais n'est plus à la hauteur du prix qu'ils nous facturent!!!Nombreux problèmes niveau cottage (nous avions pourtant payé plus cher pour avoir un premium!) : balnéo de la baignoire qui ne fonctionnait pas, un radiateur ne fonctionnait pas (chambre...Plus","Date du séjour : novembre 2018"
"Perdu dans les allées non éclairées de nuit dans le froid pendant 1h15 faute d'éclairage suffisant. Cottage VIP vieillissant mais agréable sauf une odeur désagréable sur le canapé sans doute un animal de compagnie...","Date du séjour : novembre 2018"
"parfait très peux de monde a cette période de l'année nous avions limite la piscine pour nous meme pas 100 personne defois nous avons même eu de la neige petits bémol trop de chat !!! mes sinon semaine genialPlus","Date du séjour : novembre 2018"
"Endroit sympa pour se retrouver en famille et il y a quelques chose pour tous les ages du petits enfant au grand parents! Reserver tot pour avoir un cottage à 8 personnes! On a emmené nos velos et nos repas pour économiser un peu -...Plus","Date du séjour : novembre 2018"
"Nous avons réservé 1 cottage VIP or Nous sommes très mécontent de notre séjour pour ses raisons : En arrivant, nous avons constaté que nous ne pouvons pas nous servir des TV. Il n' y avait plus aucune piles dans les télé commandes. Le problème,...Plus","Date du séjour : novembre 2018"
"Plus","Date du séjour : novembre 2018"
"C’est l’ideal Pour décompresser le temps d’un week-end! Il y a tous ce qu’il faut pour les enfants même les tous petits. Seul bémol, nous avons eu froid dans notre cottage car très mal isolé.. dommage.","Date du séjour : novembre 2018"
"","Date du séjour : novembre 2018"
"Plus","Date du séjour : novembre 2018"
"","Date du séjour : novembre 2018"
"Cottage VIP . Déco plus tôt sympa et au goût du jour. Le sauna, bain à remou, douche hammam sont vraiment cool . Dommage que des morceaux noirs sortent du bain à remou quand on le met en marche sa fais déguelasse et du coup...Plus","Date du séjour : novembre 2018"
"Nous avons réservé un cottage pagode vip qui se trouve vraiment très loin du dôme ! Arrivée le soir on ne voit rien, les éclairages sont vraiment minimes,les panneaux de signalisations complètement mal faite voir inexistante. 1h pour rejoindre notre cottage avec deux enfants a...Plus","Date du séjour : novembre 2018"
"Bonjour, étant donné que center parcs ne se prend pas la peine de répondre à mes mails de réclamation, malgré la promesse d'y répondre sous 48h, je me dis que peut être ils pourront réagir ici. J'ai récemment réservé un séjour pour décembre 2018 en...Plus","Date du séjour : novembre 2018"
"Entretenir les canalisations car mauvaise odeur, faire le ménage sous le lit. Enlever les cafard du solarium et enlever les taches brune rouille à la piscine. Usure dans le cottage au niveau des plaintes.Plus","Date du séjour : novembre 2018"
"Plus","Date du séjour : novembre 2018"
"Parc en pleine foret, au calme, l'idéal pour un séjour reposant. Cottages confortables mais vieillissants, idem pour l'ensemble des équipements du parc. La bulle, atmosphère agréable avec tout ce qu'il y a de nécessaire, la piscine , les toboggans, la rivière sauvage .... Super !...Plus","Date du séjour : novembre 2018"
"Entrée dans le domaine limite pas de contrôle, des panneaux sécurité sur tous le village mais tu entres comme tu veux, bref le cottage est propre et toute la famille adore, toutes les activités étaient au top, le restaurant le macampa était très bien, personnel...Plus","Date du séjour : novembre 2018"
"Cottage vip très beau, propreté impeccable, décoration des années 90 soit mais très homogène. Tout les équipements promis y étaient et fonctionnaient. La piscine est superbe et les livraisons à domicile arrivent toujours en avance. Si je devais donner un seul bémol c est les...Plus","Date du séjour : novembre 2018"
"Plus","Date du séjour : novembre 2018"
"Plus","Date du séjour : novembre 2018"
"Où est le personnel ??? Tous sympa, mais manque cruellement de monde pour l'accueil, les réclamations...La facture énergétique doit être tellement élevés vu le niveau d'isolation (même dans un VIP), qu'il faut faire des économiesLa sécurité du site? Ca fait peur. Prévoir grosse lampe frontale...Plus","Date du séjour : novembre 2018"
"Plus","Date du séjour : novembre 2018"
"Deuxième séjour dans ce Center Parcs en 6 ans, cette fois ci dans un cottage « News design » dans lequel le « new »est de trop... Plafonds, murs et plinthe relativement vieillissants voire sale par endroit, joints de baignoire bordé de moisissures, chasse d’eau excessivement longue à remplir......Plus","Date du séjour : novembre 2018"
"Plus","Date du séjour : septembre 2018"
"Plus","Date du séjour : septembre 2018"
"Center parc très agréable et idéal pour un séjour en famille !! Les balades en vélos et les activités aquatiques ont été appréciées par les petits et les grands! Nous y retournerons sûrement pour un séjour au printemps et été .Plus","Date du séjour : septembre 2018"
"Plus","Date du séjour : septembre 2018"
"Séjour agréable. Beaucoup de marche dans le bois. Cottage agréable spacieux et bien agencé. Vacances sans voiture devant obligatoirement la laisser aux parkings à l'entrée (ce qui fait du bien). On se ressource, vacances au calme.Plus","Date du séjour : septembre 2018"
"Nous avons passé un très bon séjour. Etant en période creuse, certaines activités n'étaient plus disponibles mais nous avons bien profité de la piscine et des nombreuses activités pour les enfants. Par contre, les voitures sortent et rentrent sans cesse c'est pénible car les enfants...Plus","Date du séjour : août 2018"
"Vu les tarifs, on pourrait s'attendre à être logé dans des résidences modernes équipées high-tech . Le constat est différent : retour dans les années 90, laves vaisselle bruyants et extrêmement long, écran tv de petite taille, crépi, ... Concernant le dôme, le jeu gratuit...Plus","Date du séjour : août 2018"
"Super séjour, lieu très agréable et reposant, l'Aquamundo est calme et divertissant on as passé un bon moment à center parc. On y retournera sans problème.Les services et les activités étaient géniales.Plus","Date du séjour : août 2018"
"Le séjour n'est pas encore terminé puisque nous avons réservé jusqu'à vendredi, mais nous pouvons déjà faire un retour sur ce parc qui manque de modernité. Le poids des années est visible... Côté positif nous avons en vrac : - agencement du cottage - ses...Plus","Date du séjour : août 2018"
"Plus","Date du séjour : août 2018"
"nous avons été déçus de notre séjour....nous avons été surclassés ce qui en soit est une bonne nouvelle, lit fait à l'arrivée et un lave vaisselle....surprise nous nous sommes rendus compte que certains lits n 'avaient pas été faits , le lave vaisselle était inutilisable...Plus","Date du séjour : octobre 2018"
"Je suis déçu par l'entretien du cottage, les vitres n'ont pas été faites depuis pas mal de temps, problème étanchéité de la porte fenêtre, des traces de moisissure dans la baignoire (cela ne donne pas envie de prendre un bain). Au niveau de la cuisine,...Plus","Date du séjour : octobre 2018"
"Plus","Date du séjour : octobre 2018"
"Agréable séjour en famille. Le SPA L'AQUA BALNEO... sont vraiment à ma hauteur de nos attentes. Une cuisine équipée avec tout les accessoires ainsi qu'un four à micro-ondes. La vaisselle est a notre disposition ainsi quelques tablette pour le lave vaissellePlus","Date du séjour : octobre 2018"
"Plus","Date du séjour : octobre 2018"
"Arrivés pour 5 jours à Center Parcs, quel ""surprise"" d'avoir une odeur pestinentielle de tabac froid dans le cottage pagode premium... intervention des femmes de ménages avec du fébrèze, mais ça puait toujours, et on nous a dit qu'eux ne le sentaient pas mais qu'ils...Plus","Date du séjour : novembre 2018"
"","Date du séjour : novembre 2018"
"Plus","Date du séjour : novembre 2018"
"Nous avons passé ce séjour en famille. Nous avons apprécié le cottage propre, rénové et très bien équipé (confort premium). L'aqua mondo est super avec plein d'activités aquatiques et pour tous les âges (rivière, toboggans, jets d'eau) Ce center parcs dispose de 3 restaurants dont...Plus","Date du séjour : novembre 2018"
"Premier weekend en famille chez CenterParc, celui des Bois Francs. La météo du weekend n'étant pas au rendez-vous, nous comptions sur un cottage chaleureux, esprit cocooning... Quelle déception! Cottage vieillissant, mauvaises odeurs, vaisselle sale (que nous avons dû relaver avant utilisation), radiateur de la salle...Plus","Date du séjour : novembre 2018"
"Nous allons régulièrement au center parcs du lac d’ailette car il est super sympa en famille mais nous sommes de plus en plus déçu des Bois Francs. Nous avons pris le cottage VIP Pagode pour avoir le top et quelle déception !!!! Le sauna ne...Plus","Date du séjour : octobre 2018"
"Calme serenite sécurité propreté nature douceur de vivre. Vacances reposantes et parfaites en famille. Activités sportives et vie saine protection nature et jeux ludiques pour les enfants. Le top ! Et surtout l aquamondo pour se retrouver en ambiance chaleur tropicale en un instant...superbePlus","Date du séjour : octobre 2018"
